0,-8.26494431988663,-16.5298886397732,-24.7948329596599,-33.0597772795465,-41.3247215994331,-49.5896659193197,-57.8546102392064,-66.119554559093,-74.3844988789797,-82.6494431988663,-90.9143875187529,-99.1793318386395,-107.444276158526,-115.709220478413,-123.974164798299,-132.239109118186,-140.504053438073,-148.768997757959,-157.033942077846,-165.298886397732
0,-8.26494431988663,-16.5298886397732,-24.7948329596599,-33.0597772795465,-41.3247215994331,-49.5896659193197,-57.8546102392064,-66.119554559093,-74.3844988789797,-82.6494431988663,-90.9143875187529,-99.1793318386395,-107.444276158526,-115.709220478413,-123.974164798299,-132.239109118186,-140.504053438073,-148.768997757959,-157.033942077846,-165.298886397732
0,-8.26494431988663,-16.5298886397732,-24.7948329596599,-33.0597772795465,-41.3247215994331,-49.5896659193197,-57.8546102392064,-66.119554559093,-74.3844988789797,-82.6494431988663,-90.9143875187529,-99.1793318386395,-107.444276158526,-115.709220478413,-123.974164798299,-132.239109118186,-140.504053438073,-148.768997757959,-157.033942077846,-165.298886397732
0,-8.13255992975773,-16.2651198595155,-24.3976797892732,-32.5302397190309,-40.6627996487886,-48.7953595785464,-56.9279195083041,-65.0604794380618,-73.1930393678196,-81.3255992975773,-89.4581592273351,-97.5907191570932,-105.723279086854,-113.85583901663,-121.98839894651,-130.120958877009,-138.253518811032,-146.38607876414,-154.518638815904,-162.651199355909
0,-8.13255992975773,-16.2651198595155,-24.3976797892732,-32.5302397190309,-40.6627996487886,-48.7953595785464,-56.9279195083041,-65.0604794380618,-73.1930393678196,-81.3255992975773,-89.4581592273351,-97.5907191570932,-105.723279086854,-113.85583901663,-121.98839894651,-130.120958877009,-138.253518811032,-146.38607876414,-154.518638815904,-162.651199355909
0,-8.13255992975773,-16.2651198595155,-24.3976797892732,-32.5302397190309,-40.6627996487886,-48.7953595785464,-56.9279195083041,-65.0604794380618,-73.1930393678196,-81.3255992975773,-89.4581592273351,-97.5907191570932,-105.723279086854,-113.85583901663,-121.98839894651,-130.120958877009,-138.253518811032,-146.38607876414,-154.518638815904,-162.651199355909
0,-8.13255992975773,-16.2651198595155,-24.3976797892732,-32.5302397190309,-40.6627996487886,-48.7953595785464,-56.9279195083041,-65.0604794380618,-73.1930393678196,-81.3255992975773,-89.4581592273351,-97.5907191570932,-105.723279086854,-113.85583901663,-121.98839894651,-130.120958877009,-138.253518811032,-146.38607876414,-154.518638815904,-162.651199355909
0,-8.00430502856171,-16.0086100571236,-24.0129150856856,-32.0172201142474,-40.0215251428097,-48.0258301713714,-56.0301351999339,-64.0344402284944,-72.0387452570555,-80.0430502856178,-88.04735531418,-96.0516603427463,-104.055965371337,-112.060270400074,-120.064575429638,-128.068880463545,-136.073185518697,-144.077490670568,-152.081796230101,-160.086103361493
0,-8.00430502856171,-16.0086100571236,-24.0129150856856,-32.0172201142474,-40.0215251428097,-48.0258301713714,-56.0301351999339,-64.0344402284944,-72.0387452570555,-80.0430502856178,-88.04735531418,-96.0516603427463,-104.055965371337,-112.060270400074,-120.064575429638,-128.068880463545,-136.073185518697,-144.077490670568,-152.081796230101,-160.086103361493
0,-8.00430502856171,-16.0086100571236,-24.0129150856856,-32.0172201142474,-40.0215251428097,-48.0258301713714,-56.0301351999339,-64.0344402284944,-72.0387452570555,-80.0430502856178,-88.04735531418,-96.0516603427463,-104.055965371337,-112.060270400074,-120.064575429638,-128.068880463545,-136.073185518697,-144.077490670568,-152.081796230101,-160.086103361493
