0,-1055.9656578396,-2111.93133114584,-3167.89701930318,-4223.86272290545,-5279.82844135606,-6335.79417525123,-7391.7599239927,-8447.72569055001,-9503.6914749216,-10559.6572741422,-11615.623091151,-12671.5889230064,-13727.5547726335,-14783.5206371051,-15839.4865215495,-16895.4524208368,-17951.418340042,-19007.3842791189,-20063.3502330413,-21119.3162067751,-22175.2821953507,-23231.2482036868,-24287.2142268619,-25343.1802749864,-26399.1463478528,-27455.1124348411,-28511.0785463659,-29567.0446727244,-30623.0108234214,-31678.9769889521,-32734.9431786285,-33790.9093960847,-34846.8756283776,-35902.8418880835,-36958.8081626231,-38014.7744642182,-39070.7407806469,-40126.7071237852,-41182.6734817571,-42238.639866106,-43294.6062858525,-44350.5727204379,-45406.5391893748,-46462.5056731454,-47518.4721902776,-48574.4387222435,-49630.4052866384,-50686.3718825784,-51742.3384933622,-52798.3051447114,-53854.2718108943,-54910.2385156038,-55966.2052351469,-57022.1719913652,-58078.1387825666,-59134.105588611,-60190.072428121,-61246.0392824647,-62302.0061823759,-63357.9730971208,-64413.9400534488,-65469.9070479918,-66525.8740573803,-67581.8411021461,-68637.8081617571,-69693.7752543599,-70749.7423617963,-71805.7095043971,-72861.6766618317,-73917.6438516881,-74973.6110717105,-76029.5783065842,-77085.5455698022,-78141.5128478538,-79197.4801527394
0,-989.525051956178,-1979.05011843044,-2968.57519877238,-3958.10029359937,-4947.62540232807,-5937.15052548238,-6926.6756625662,-7916.20081666441,-8905.72598776792,-9895.25117265035,-10884.7763745826,-11874.3015902758,-12863.8268231964,-13853.3520697703,-14842.8773355912,-15832.4026153485,-16821.9279144976,-17811.4532329178,-18800.9785645684,-19790.5039161849,-20780.0292813608,-21769.5546653186,-22759.0800633084,-23748.6054858473,-24738.1309327773,-25727.6563935763,-26717.1818772899,-27706.7073759891,-28696.2328970744,-29685.758434089,-30675.2839937301,-31664.8095802868,-32654.3351812339,-33643.8608088644,-34633.3864527016,-35622.9121228454,-36612.4378058104,-37601.9635146226,-38591.4892380314,-39581.0149878056,-40570.5407718759,-41560.066572112,-42549.592404276,-43539.1182515935,-44528.644134152,-45518.1700296664,-46507.6959585845,-47497.2219178317,-48486.7478932812,-49476.2739138584,-50465.799948662,-51455.3260256077,-52444.8521226744,-53434.3782540492,-54423.9044427399,-55413.4306500084,-56402.9568937708,-57392.4831759208,-58382.0095265586,-59371.5359254727,-60361.0624021648,-61350.5889617417,-62340.1156219683,-63329.6423893148,-64319.169316968,-65308.6963976931,-66298.2236853727,-67287.7512873264,-68277.2791908604,-69266.8075378996,-70256.3364242581,-71245.8659596182,-72235.3963205252,-73224.9228948198,-74215.576900808
0,-989.525051956178,-1979.05011843044,-2968.57519877238,-3958.10029359937,-4947.62540232807,-5937.15052548238,-6926.6756625662,-7916.20081666441,-8905.72598776792,-9895.25117265035,-10884.7763745826,-11874.3015902758,-12863.8268231964,-13853.3520697703,-14842.8773355912,-15832.4026153485,-16821.9279144976,-17811.4532329178,-18800.9785645684,-19790.5039161849,-20780.0292813608,-21769.5546653186,-22759.0800633084,-23748.6054858473,-24738.1309327773,-25727.6563935763,-26717.1818772899,-27706.7073759891,-28696.2328970744,-29685.758434089,-30675.2839937301,-31664.8095802868,-32654.3351812339,-33643.8608088644,-34633.3864527016,-35622.9121228454,-36612.4378058104,-37601.9635146226,-38591.4892380314,-39581.0149878056,-40570.5407718759,-41560.066572112,-42549.592404276,-43539.1182515935,-44528.644134152,-45518.1700296664,-46507.6959585845,-47497.2219178317,-48486.7478932812,-49476.2739138584,-50465.799948662,-51455.3260256077,-52444.8521226744,-53434.3782540492,-54423.9044427399,-55413.4306500084,-56402.9568937708,-57392.4831759208,-58382.0095265586,-59371.5359254727,-60361.0624021648,-61350.5889617417,-62340.1156219683,-63329.6423893148,-64319.169316968,-65308.6963976931,-66298.2236853727,-67287.7512873264,-68277.2791908604,-69266.8075378996,-70256.3364242581,-71245.8659596182,-72235.3963205252,-73224.9228948198,-74215.576900808
0,-930.889174053032,-1861.77836228536,-2792.66756159351,-3723.55677896486,-4654.4459987193,-5585.33524997941,-6516.22449662904,-7447.11375287598,-8378.00304163242,-9308.89236020911,-10239.781666481,-11170.6710054109,-12101.5603246219,-13032.4496944225,-13963.339078893,-14894.2284573915,-15825.1178419284,-16756.0072330293,-17686.8967444838,-18617.7861720059,-19548.6755594732,-20479.5651166997,-21410.4545877957,-22341.3441588759,-23272.2336739629,-24203.1231039525,-25134.0127898878,-26064.9022738868,-26995.7920821973,-27926.681481295,-28857.5710959201,-29788.4608896206,-30719.3506966176,-31650.2404939924,-32581.1298158665,-33512.0194421211,-34442.909239564,-35373.7990922034,-36304.6888094456,-37235.5786646898,-38166.4685628788,-39097.3582086315,-40028.2483906871,-40959.1381281054,-41890.0282989358,-42820.9182265033,-43751.8081568805,-44682.6987435492,-45613.58872871,-46544.4785429137,-47475.3687342931,-48406.2589862198,-49337.1489025038,-50268.0400505635,-51198.9287384984,-52129.8189686172,-53060.7105217983,-53991.6013212782,-54922.4923589203,-55853.3823515478,-56784.274393191,-57715.1682153223,-58646.0587466911,-59576.9534761637,-60507.8435479893,-61438.7393464262,-62369.6362176384,-63300.5286030188,-64231.4267041039,-65162.325008167,-66093.2234149087,-67024.1265845861,-67955.0290804836,-68885.9200849318,-69818.9380629569
0,-930.889174053032,-1861.77836228536,-2792.66756159351,-3723.55677896486,-4654.4459987193,-5585.33524997941,-6516.22449662904,-7447.11375287598,-8378.00304163242,-9308.89236020911,-10239.781666481,-11170.6710054109,-12101.5603246219,-13032.4496944225,-13963.339078893,-14894.2284573915,-15825.1178419284,-16756.0072330293,-17686.8967444838,-18617.7861720059,-19548.6755594732,-20479.5651166997,-21410.4545877957,-22341.3441588759,-23272.2336739629,-24203.1231039525,-25134.0127898878,-26064.9022738868,-26995.7920821973,-27926.681481295,-28857.5710959201,-29788.4608896206,-30719.3506966176,-31650.2404939924,-32581.1298158665,-33512.0194421211,-34442.909239564,-35373.7990922034,-36304.6888094456,-37235.5786646898,-38166.4685628788,-39097.3582086315,-40028.2483906871,-40959.1381281054,-41890.0282989358,-42820.9182265033,-43751.8081568805,-44682.6987435492,-45613.58872871,-46544.4785429137,-47475.3687342931,-48406.2589862198,-49337.1489025038,-50268.0400505635,-51198.9287384984,-52129.8189686172,-53060.7105217983,-53991.6013212782,-54922.4923589203,-55853.3823515478,-56784.274393191,-57715.1682153223,-58646.0587466911,-59576.9534761637,-60507.8435479893,-61438.7393464262,-62369.6362176384,-63300.5286030188,-64231.4267041039,-65162.325008167,-66093.2234149087,-67024.1265845861,-67955.0290804836,-68885.9200849318,-69818.9380629569
0,-878.759728427512,-1757.51947071572,-2636.27922159582,-3515.03899372529,-4393.79875781795,-5272.55856892106,-6151.31835855685,-7030.07815133139,-7908.83799013456,-8787.597873473,-9666.3577183288,-10545.1176130472,-11423.8774535955,-12302.6373787493,-13181.3973150018,-14060.1572272135,-14938.9171320843,-15817.6770325578,-16696.4371515433,-17575.1970888401,-18453.9569423776,-19332.7170994923,-20211.4770814923,-21090.2372296551,-21968.9972522046,-22847.757094308,-23726.517408983,-24605.277321509,-25484.0378345673,-26362.7975499227,-27241.5576590353,-28120.3180860491,-28999.0785195226,-29877.8389187139,-30756.598393275,-31635.3584176065,-32514.1187639495,-33392.8791955852,-34271.6393560548,-35150.3997536733,-36029.1602167037,-36907.9201807109,-37786.6811439336,-38665.4412672457,-39544.2021622108,-40422.9626166732,-41301.7230594735,-42180.4847407394,-43059.2452986432,-43938.0055085664,-44816.7664650735,-45695.5275472498,-46574.2880259203,-47453.0509251396,-48331.809131766,-49210.5703627921,-50089.3342568149,-50968.0968020554,-51846.8599170771,-52725.6212154107,-53604.3865629884,-54483.1555216146,-55361.9183852243,-56240.6895189298,-57119.4519116867,-57998.225575593,-58877.0014913314,-59755.7689353533,-60634.5475169904,-61513.3265137849,-62392.1057074193,-63270.8937748866,-64149.6802093852,-65028.4437952439,-65910.2257985252
0,-878.759728427512,-1757.51947071572,-2636.27922159582,-3515.03899372529,-4393.79875781795,-5272.55856892106,-6151.31835855685,-7030.07815133139,-7908.83799013456,-8787.597873473,-9666.3577183288,-10545.1176130472,-11423.8774535955,-12302.6373787493,-13181.3973150018,-14060.1572272135,-14938.9171320843,-15817.6770325578,-16696.4371515433,-17575.1970888401,-18453.9569423776,-19332.7170994923,-20211.4770814923,-21090.2372296551,-21968.9972522046,-22847.757094308,-23726.517408983,-24605.277321509,-25484.0378345673,-26362.7975499227,-27241.5576590353,-28120.3180860491,-28999.0785195226,-29877.8389187139,-30756.598393275,-31635.3584176065,-32514.1187639495,-33392.8791955852,-34271.6393560548,-35150.3997536733,-36029.1602167037,-36907.9201807109,-37786.6811439336,-38665.4412672457,-39544.2021622108,-40422.9626166732,-41301.7230594735,-42180.4847407394,-43059.2452986432,-43938.0055085664,-44816.7664650735,-45695.5275472498,-46574.2880259203,-47453.0509251396,-48331.809131766,-49210.5703627921,-50089.3342568149,-50968.0968020554,-51846.8599170771,-52725.6212154107,-53604.3865629884,-54483.1555216146,-55361.9183852243,-56240.6895189298,-57119.4519116867,-57998.225575593,-58877.0014913314,-59755.7689353533,-60634.5475169904,-61513.3265137849,-62392.1057074193,-63270.8937748866,-64149.6802093852,-65028.4437952439,-65910.2257985252
0,-689.261428017332,-1378.52286771728,-2067.78431060187,-2757.04577792177,-3446.30721817236,-4135.5687302919,-4824.83018988743,-5514.09164357938,-6203.35315768889,-6892.61474057471,-7581.87624316896,-8271.13782337347,-8960.39927802147,-9649.66087565517,-10338.9224834509,-11028.1840314569,-11717.4455316013,-12406.7070212756,-13095.9688892346,-13785.2303768606,-14474.4917672683,-15163.7536444474,-15853.0152185791,-16542.2770497233,-17231.5386912893,-17920.7999324569,-18610.0621008771,-19299.3234963232,-19988.5860094719,-20677.8471114323,-21367.1089655553,-22056.3714695461,-22745.6339670922,-23434.8965970355,-24124.157614353,-24813.4196452947,-25502.6825063821,-26191.9457058952,-26881.2086573786,-27570.4722104685,-28259.7363537269,-28948.9998950932,-29638.2655770601,-30327.5304873605,-31016.7968444096,-31706.0633809582,-32395.3305713919,-33084.6006668391,-33773.8698900013,-34463.139306893,-35152.4112395367,-35841.6846917425,-36530.9584254271,-37220.2385177491,-37909.5114877387,-38598.7917494148,-39288.0795742586,-39977.367104462,-40666.6582523796,-41355.9493073694,-42045.2504360859,-42734.5617892775,-43423.8655177613,-44113.188317255,-44802.4987690672,-45491.8350681407,-46181.1796391445,-46870.5130815637,-47559.8719791192,-48249.2367430014,-48938.6075649174,-49627.9990540816,-50317.392126761,-51006.669055866,-51702.2323474113
0,-566.419493705054,-1132.83899738027,-1699.25850118878,-2265.67802998322,-2832.09752127175,-3398.51709658488,-3964.93660210048,-4531.35609822848,-5097.77565466283,-5664.19529319215,-6230.61483180212,-6797.03446300582,-7363.45392201515,-7929.87355396914,-8496.29320426836,-9062.71277785447,-9629.13226683984,-10195.5517667573,-10761.9717274018,-11328.3911881205,-11894.8106236852,-12461.2306142685,-13027.6502858517,-13594.0702664661,-14160.4901118048,-14726.9094397,-15293.3300604799,-15859.7497426217,-16426.1709274909,-16992.5905142061,-17559.0111637857,-18125.4328647254,-18691.8546488347,-19258.2769829602,-19824.6975648214,-20391.1196072668,-20957.5431751136,-21523.9675986857,-22090.3922806614,-22656.8181428171,-23223.245620309,-23789.6730310756,-24356.1038077968,-24922.5348842434,-25488.9682357756,-26055.4033467769,-26621.8405306875,-27188.2825184602,-27754.7252755757,-28321.1697540694,-28887.6192225154,-29454.072608978,-30020.5284575313,-30586.9949287451,-31153.4548008632,-31719.9262410483,-32286.4105359177,-32852.8973883424,-33419.3920189914,-33985.890442581,-34552.4046192266,-35118.9356352785,-35685.4611674725,-36252.0146125137,-36818.5566567946,-37385.1361023793,-37951.7299409011,-38518.3143067841,-39084.9350679927,-39651.5680336969,-40218.213952215,-40784.8896538181,-41351.5704483416,-41918.0133050917,-42492.8918791871
0,-566.419493705054,-1132.83899738027,-1699.25850118878,-2265.67802998322,-2832.09752127175,-3398.51709658488,-3964.93660210048,-4531.35609822848,-5097.77565466283,-5664.19529319215,-6230.61483180212,-6797.03446300582,-7363.45392201515,-7929.87355396914,-8496.29320426836,-9062.71277785447,-9629.13226683984,-10195.5517667573,-10761.9717274018,-11328.3911881205,-11894.8106236852,-12461.2306142685,-13027.6502858517,-13594.0702664661,-14160.4901118048,-14726.9094397,-15293.3300604799,-15859.7497426217,-16426.1709274909,-16992.5905142061,-17559.0111637857,-18125.4328647254,-18691.8546488347,-19258.2769829602,-19824.6975648214,-20391.1196072668,-20957.5431751136,-21523.9675986857,-22090.3922806614,-22656.8181428171,-23223.245620309,-23789.6730310756,-24356.1038077968,-24922.5348842434,-25488.9682357756,-26055.4033467769,-26621.8405306875,-27188.2825184602,-27754.7252755757,-28321.1697540694,-28887.6192225154,-29454.072608978,-30020.5284575313,-30586.9949287451,-31153.4548008632,-31719.9262410483,-32286.4105359177,-32852.8973883424,-33419.3920189914,-33985.890442581,-34552.4046192266,-35118.9356352785,-35685.4611674725,-36252.0146125137,-36818.5566567946,-37385.1361023793,-37951.7299409011,-38518.3143067841,-39084.9350679927,-39651.5680336969,-40218.213952215,-40784.8896538181,-41351.5704483416,-41918.0133050917,-42492.8918791871
